Numero,Distrito,wikiDistrito,Barrio,wikiBarrio,Calle,Direccion,N_Finca,Numero_de_Plazas,Ciudad,wikiCiudad,Longitud,Point,Latitud
195,Chamartín,http://www.wikidata.org/entity/Q1766348,Prosperidad,http://www.wikidata.org/entity/Q4776,CALLE_DEL_PADRE_INDALECIO_HERNANDEZ,"CALLE DEL PADRE INDALECIO HERNANDEZ, 1",1,24,Madrid,http://www.wikidata.org/entity/Q2807,-3.6754913,POINT(-3.6754913  40.4392483),40.4392483
196,Chamartín,http://www.wikidata.org/entity/Q1766348,Ciudad Jardín,http://www.wikidata.org/entity/Q3773744,CALLE_DE_SUERO_DE_QUINONES,"CALLE DE SUERO DE QUIÑONES, 2",2,24,Madrid,http://www.wikidata.org/entity/Q2807,-3.6750918,POINT(-3.6750918  40.4440957),40.4440957
197,Chamartín,http://www.wikidata.org/entity/Q1766348,El Viso,http://www.wikidata.org/entity/Q4778,AVENIDA_DE_CONCHA_ESPINA,"AVENIDA DE CONCHA ESPINA, S/N",S/N,24,Madrid,http://www.wikidata.org/entity/Q2807,-3.6780252,POINT(-3.6780252  40.4515501),40.4515501
198,Chamberí,http://www.wikidata.org/entity/Q1763370,Almagro,http://www.wikidata.org/entity/Q10954432,GLORIETA_DE_RUBEN_DARIO,"GLORIETA DE RUBEN DARIO, 2",2,24,Madrid,http://www.wikidata.org/entity/Q2807,-3.6915713,POINT(-3.6915713  40.4331172),40.4331172
199,Chamberí,http://www.wikidata.org/entity/Q1763370,Gaztambide,http://www.wikidata.org/entity/Q10288587,CALLE_DE_FERNANDO_EL_CATOLICO,"CALLE DE FERNANDO EL CATOLICO, 61",61,27,Madrid,http://www.wikidata.org/entity/Q2807,-3.7148406,POINT(-3.7148406  40.4343244),40.4343244
200,Chamberí,http://www.wikidata.org/entity/Q1763370,Arapiles,http://www.wikidata.org/entity/Q10856744,GLORIETA_DE_QUEVEDO,"GLORIETA DE QUEVEDO, 4",4,24,Madrid,http://www.wikidata.org/entity/Q2807,-3.704671,POINT(-3.704671  40.4336617),40.4336617
201,Chamberí,http://www.wikidata.org/entity/Q1763370,Ríos Rosas,http://www.wikidata.org/entity/Q10366270,CALLE_DE_JOSE_ABASCAL,"CALLE DE JOSE ABASCAL, 2",2,24,Madrid,http://www.wikidata.org/entity/Q2807,-3.7038161,POINT(-3.7038161  40.4387323),40.4387323
202,Chamberí,http://www.wikidata.org/entity/Q1763370,Vallehermoso,http://www.wikidata.org/entity/Q6122685,CALLE_DE_SANTANDER,"CALLE DE SANTANDER, S/N",S/N,24,Madrid,http://www.wikidata.org/entity/Q2807,-3.7080969,POINT(-3.7080969  40.4411686),40.4411686
203,Chamberí,http://www.wikidata.org/entity/Q1763370,Vallehermoso,http://www.wikidata.org/entity/Q6122685,CALLE_DEL_GENERAL_AMPUDIA,"CALLE DEL GENERAL AMPUDIA, 2",2,24,Madrid,http://www.wikidata.org/entity/Q2807,-3.7144239,POINT(-3.7144239  40.4417547),40.4417547
204,Tetuán,http://www.wikidata.org/entity/Q1773540,Bellas Vistas,http://www.wikidata.org/entity/Q11908929,CALLE_DEL_DOCTOR_SANTERO,"CALLE DEL DOCTOR SANTERO, 1",1,24,Madrid,http://www.wikidata.org/entity/Q2807,-3.7041702,POINT(-3.7041702  40.4476606),40.4476606
205,Tetuán,http://www.wikidata.org/entity/Q1773540,Bellas Vistas,http://www.wikidata.org/entity/Q11908929,CALLE_DE_NAVARRA,"CALLE DE NAVARRA, 1",1,24,Madrid,http://www.wikidata.org/entity/Q2807,-3.7033408,POINT(-3.7033408  40.4535024),40.4535024
206,Tetuán,http://www.wikidata.org/entity/Q1773540,Berruguete,http://www.wikidata.org/entity/Q11909208,CALLE_DEL_MARQUES_DE_VIANA,"CALLE DEL MARQUES DE VIANA, 5",5,24,Madrid,http://www.wikidata.org/entity/Q2807,-3.6990499,POINT(-3.6990499  40.4607994),40.4607994
207,Tetuán,http://www.wikidata.org/entity/Q1773540,Valdeacederas,http://www.wikidata.org/entity/Q10388711,CALLE_DE_LAS_AZUCENAS,"CALLE DE LAS AZUCENAS, 1",1,18,Madrid,http://www.wikidata.org/entity/Q2807,-3.6973991,POINT(-3.6973991  40.4630291),40.4630291
208,Chamartín,http://www.wikidata.org/entity/Q1766348,Castilla,http://www.wikidata.org/entity/Q3813735,PASEO_DE_LA_CASTELLANA,"PASEO DE LA CASTELLANA, S/N",S/N,24,Madrid,http://www.wikidata.org/entity/Q2807,-3.6886852,POINT(-3.6886852  40.4665125),40.4665125
209,Chamartín,http://www.wikidata.org/entity/Q1766348,Nueva España,http://www.wikidata.org/entity/Q10338128,PLAZA_DE_CASTILLA,"PLAZA DE CASTILLA, 9",9,24,Madrid,http://www.wikidata.org/entity/Q2807,-3.6887875,POINT(-3.6887875  40.4656872),40.4656872
210,Centro,http://www.wikidata.org/entity/Q1763376,Sol,http://www.wikidata.org/entity/Q2465181,CALLE_DE_LAS_TRES_CRUCES,"CALLE DE LAS TRES CRUCES, 9",9,27,Madrid,http://www.wikidata.org/entity/Q2807,-3.702631,POINT(-3.702631  40.4197538),40.4197538
211,Centro,http://www.wikidata.org/entity/Q1763376,Universidad,http://www.wikidata.org/entity/Q10387767,CALLE_DEL_DESENGANO,"CALLE DEL DESENGAÑO, 3",3,24,Madrid,http://www.wikidata.org/entity/Q2807,-3.7025369,POINT(-3.7025369  40.4206168),40.4206168
212,Carabanchel,http://www.wikidata.org/entity/Q1001991,San Isidro,http://www.wikidata.org/entity/Q3813733,GLORIETA_DEL_MARQUES_DE_VADILLO,"GLORIETA DEL MARQUES DE VADILLO, 9",9,24,Madrid,http://www.wikidata.org/entity/Q2807,-3.7165313,POINT(-3.7165313  40.3981605),40.3981605
213,Usera,http://www.wikidata.org/entity/Q953368,Moscardó,http://www.wikidata.org/entity/Q11937679,CALLE_DE_ANTONIO_LOPEZ,"CALLE DE ANTONIO LOPEZ, 129",129,24,Madrid,http://www.wikidata.org/entity/Q2807,-3.7001575,POINT(-3.7001575  40.3889363),40.3889363
214,Ciudad Lineal,http://www.wikidata.org/entity/Q1763694,San Pascual,http://www.wikidata.org/entity/Q165612,CALLE_DE_LA_CONDESA_DE_VENADITO,"CALLE DE LA CONDESA DE VENADITO, 2",2,24,Madrid,http://www.wikidata.org/entity/Q2807,-3.6569597,POINT(-3.6569597  40.4434012),40.4434012
215,Ciudad Lineal,http://www.wikidata.org/entity/Q1763694,Pueblo Nuevo,http://www.wikidata.org/entity/Q71753,CALLE_DE_GUTIERRE_DE_CETINA,"CALLE DE GUTIERRE DE CETINA, 77",77,24,Madrid,http://www.wikidata.org/entity/Q2807,-3.6409697,POINT(-3.6409697  40.4296903),40.4296903
216,Latina,http://www.wikidata.org/entity/Q794954,Barrio de Puerta del Ángel,http://www.wikidata.org/entity/Q31142,PLAZA_DE_LA_PUERTA_DEL_ANGEL,"PLAZA DE LA PUERTA DEL ANGEL, 3",3,24,Madrid,http://www.wikidata.org/entity/Q2807,-3.7288948,POINT(-3.7288948  40.4140528),40.4140528
217,Fuencarral-El Pardo,http://www.wikidata.org/entity/Q656196,La Paz,http://www.wikidata.org/entity/Q5869740,CALLE_DE_PEDRO_RICO,"CALLE DE PEDRO RICO, 4",4,24,Madrid,http://www.wikidata.org/entity/Q2807,-3.6891094,POINT(-3.6891094  40.4810028),40.4810028
218,Moratalaz,http://www.wikidata.org/entity/Q2076109,Media Legua,http://www.wikidata.org/entity/Q9031035,CALLE_DEL_CAMINO_DE_LOS_VINATEROS,"CALLE DEL CAMINO DE LOS VINATEROS, 28",28,24,Madrid,http://www.wikidata.org/entity/Q2807,-3.6573999,POINT(-3.6573999  40.4105519),40.4105519
219,Moratalaz,http://www.wikidata.org/entity/Q2076109,Marroquina,http://www.wikidata.org/entity/Q11935636,CALLE_DEL_CAMINO_DE_LOS_VINATEROS,"CALLE DEL CAMINO DE LOS VINATEROS, 108",108,24,Madrid,http://www.wikidata.org/entity/Q2807,-3.6467783,POINT(-3.6467783  40.4083961),40.4083961
220,Moratalaz,http://www.wikidata.org/entity/Q2076109,Media Legua,http://www.wikidata.org/entity/Q9031035,CALLE_DEL_ARROYO_DE_LAS_PILILLAS,"CALLE DEL ARROYO DE LAS PILILLAS, 4",4,24,Madrid,http://www.wikidata.org/entity/Q2807,-3.6514264,POINT(-3.6514264  40.4061548),40.4061548
221,Moratalaz,http://www.wikidata.org/entity/Q2076109,Pavones,http://www.wikidata.org/entity/Q71760,CALLE_DE_LA_HACIENDA_DE_PAVONES,"CALLE DE LA HACIENDA DE PAVONES, 346",346,24,Madrid,http://www.wikidata.org/entity/Q2807,-3.6346859,POINT(-3.6346859  40.4004579),40.4004579
222,Usera,http://www.wikidata.org/entity/Q953368,Moscardó,http://www.wikidata.org/entity/Q11937679,CALLE_DE_EUGENIO_CAXES,"CALLE DE EUGENIO CAXES, 5",5,24,Madrid,http://www.wikidata.org/entity/Q2807,-3.7026887,POINT(-3.7026887  40.3917816),40.3917816
223,Latina,http://www.wikidata.org/entity/Q794954,Los Cármenes,http://www.wikidata.org/entity/Q10319792,PASEO_DE_LA_ERMITA_DEL_SANTO,"PASEO DE LA ERMITA DEL SANTO, 48",48,24,Madrid,http://www.wikidata.org/entity/Q2807,-3.7245226,POINT(-3.7245226  40.4064341),40.4064341
224,Latina,http://www.wikidata.org/entity/Q794954,Barrio de Puerta del Ángel,http://www.wikidata.org/entity/Q31142,CALLE_DE_CARAMUEL,"CALLE DE CARAMUEL, 52",52,24,Madrid,http://www.wikidata.org/entity/Q2807,-3.7288262,POINT(-3.7288262  40.408882),40.408882
225,Puente de Vallecas,http://www.wikidata.org/entity/Q2003054,Numancia,http://www.wikidata.org/entity/Q10338144,CALLE_DE_LA_SIERRA_TOLEDANA,"CALLE DE LA SIERRA TOLEDANA, 33",33,24,Madrid,http://www.wikidata.org/entity/Q2807,-3.6601933,POINT(-3.6601933  40.4026388),40.4026388
226,Puente de Vallecas,http://www.wikidata.org/entity/Q2003054,Numancia,http://www.wikidata.org/entity/Q10338144,CAMINO_DE_VALDERRIBAS,"CAMINO DE VALDERRIBAS, 94",94,24,Madrid,http://www.wikidata.org/entity/Q2807,-3.6606789,POINT(-3.6606789  40.3991986),40.3991986
227,Puente de Vallecas,http://www.wikidata.org/entity/Q2003054,San Diego,http://www.wikidata.org/entity/Q11946851,CALLE_DEL_ARROYO_DEL_OLIVAR,"CALLE DEL ARROYO DEL OLIVAR, 4",4,24,Madrid,http://www.wikidata.org/entity/Q2807,-3.6661421,POINT(-3.6661421  40.3940355),40.3940355
228,Carabanchel,http://www.wikidata.org/entity/Q1001991,Comillas,http://www.wikidata.org/entity/Q955844,CALLE_DE_SAN_DELFIN,"CALLE DE SAN DELFIN, 9",9,24,Madrid,http://www.wikidata.org/entity/Q2807,-3.7080437,POINT(-3.7080437  40.3943842),40.3943842
229,Ciudad Lineal,http://www.wikidata.org/entity/Q1763694,Concepción,http://www.wikidata.org/entity/Q11915156,CALLE_DE_JOSE_DEL_HIERRO,"CALLE DE JOSE DEL HIERRO, 5",5,24,Madrid,http://www.wikidata.org/entity/Q2807,-3.6486507,POINT(-3.6486507  40.4370782),40.4370782
230,Ciudad Lineal,http://www.wikidata.org/entity/Q1763694,San Pascual,http://www.wikidata.org/entity/Q165612,CALLE_DE_CARLOTA_ONEILL,"CALLE DE CARLOTA O'NEILL, 32",32,24,Madrid,http://www.wikidata.org/entity/Q2807,-3.6491034,POINT(-3.6491034  40.4436986),40.4436986
231,Ciudad Lineal,http://www.wikidata.org/entity/Q1763694,San Pascual,http://www.wikidata.org/entity/Q165612,CALLE_DE_LOS_DERECHOS_HUMANOS,"CALLE DE LOS DERECHOS HUMANOS, 14",14,24,Madrid,http://www.wikidata.org/entity/Q2807,-3.6558172,POINT(-3.6558172  40.439748),40.439748
232,Ciudad Lineal,http://www.wikidata.org/entity/Q1763694,Ventas,http://www.wikidata.org/entity/Q71762,CALLE_DE_JOSE_MARIA_PEREDA,"CALLE DE JOSE MARIA PEREDA, 1",1,24,Madrid,http://www.wikidata.org/entity/Q2807,-3.6485701,POINT(-3.6485701  40.4328362),40.4328362
233,Ciudad Lineal,http://www.wikidata.org/entity/Q1763694,Ventas,http://www.wikidata.org/entity/Q71762,AVENIDA_DEL_MARQUES_DE_CORBERA,"AVENIDA DEL MARQUES DE CORBERA, 12",12,24,Madrid,http://www.wikidata.org/entity/Q2807,-3.655633,POINT(-3.655633  40.4229144),40.4229144
234,Ciudad Lineal,http://www.wikidata.org/entity/Q1763694,Ventas,http://www.wikidata.org/entity/Q71762,AVENIDA_DEL_MARQUES_DE_CORBERA,"AVENIDA DEL MARQUES DE CORBERA, 52",52,24,Madrid,http://www.wikidata.org/entity/Q2807,-3.651125,POINT(-3.651125  40.426163),40.426163
235,Arganzuela,http://www.wikidata.org/entity/Q2000929,Legazpi,http://www.wikidata.org/entity/Q3773990,CALLE_DEL_SODIO,"CALLE DEL SODIO, 1 B",1 B,24,Madrid,http://www.wikidata.org/entity/Q2807,-3.6911834,POINT(-3.6911834  40.3889853),40.3889853
236,Arganzuela,http://www.wikidata.org/entity/Q2000929,Imperial,http://www.wikidata.org/entity/Q3773740,PASEO_IMPERIAL,"PASEO IMPERIAL, 20",20,24,Madrid,http://www.wikidata.org/entity/Q2807,-3.7171449,POINT(-3.7171449  40.4074236),40.4074236
237,Tetuán,http://www.wikidata.org/entity/Q1773540,Bellas Vistas,http://www.wikidata.org/entity/Q11908929,CALLE_DE_FRANCISCO_BALSEIRO,"CALLE DE FRANCISCO BALSEIRO, S/N",S/N,24,Madrid,http://www.wikidata.org/entity/Q2807,-3.7105146,POINT(-3.7105146  40.451395),40.451395
238,Tetuán,http://www.wikidata.org/entity/Q1773540,Cuatro Caminos,http://www.wikidata.org/entity/Q5824684,CALLE_DE_SAN_GERMAN,"CALLE DE SAN GERMÁN, 5",5,24,Madrid,http://www.wikidata.org/entity/Q2807,-3.6932474,POINT(-3.6932474  40.4562183),40.4562183
239,Tetuán,http://www.wikidata.org/entity/Q1773540,Berruguete,http://www.wikidata.org/entity/Q11909208,CALLE_DE_FRANCOS_RODRIGUEZ,"CALLE DE FRANCOS RODRIGUEZ, 62",62,24,Madrid,http://www.wikidata.org/entity/Q2807,-3.7079276,POINT(-3.7079276  40.4567345),40.4567345
240,Salamanca,http://www.wikidata.org/entity/Q1773521,La Guindalera,http://www.wikidata.org/entity/Q3814559,AVENIDA_DE_BRASILIA,"AVENIDA DE BRASILIA, 9",9,24,Madrid,http://www.wikidata.org/entity/Q2807,-3.6609886,POINT(-3.6609886  40.4367138),40.4367138
241,Salamanca,http://www.wikidata.org/entity/Q1773521,La Guindalera,http://www.wikidata.org/entity/Q3814559,AVENIDA_DE_CAMILO_JOSE_CELA,"AVENIDA DE CAMILO JOSE CELA, 23",23,24,Madrid,http://www.wikidata.org/entity/Q2807,-3.6677796,POINT(-3.6677796  40.4377568),40.4377568
242,Salamanca,http://www.wikidata.org/entity/Q1773521,La Guindalera,http://www.wikidata.org/entity/Q3814559,AVENIDA_DE_BRUSELAS,"AVENIDA DE BRUSELAS, 56",56,24,Madrid,http://www.wikidata.org/entity/Q2807,-3.6629058,POINT(-3.6629058  40.4394662),40.4394662
243,Salamanca,http://www.wikidata.org/entity/Q1773521,La Guindalera,http://www.wikidata.org/entity/Q3814559,CALLE_DE_CARTAGENA,"CALLE DE CARTAGENA, 38",38,24,Madrid,http://www.wikidata.org/entity/Q2807,-3.6700894,POINT(-3.6700894  40.4351648),40.4351648
244,Chamberí,http://www.wikidata.org/entity/Q1763370,Vallehermoso,http://www.wikidata.org/entity/Q6122685,CALLE_DE_ISAAC_PERAL,"CALLE DE ISAAC PERAL, 44",44,24,Madrid,http://www.wikidata.org/entity/Q2807,-3.7175468,POINT(-3.7175468  40.4398513),40.4398513
245,Chamberí,http://www.wikidata.org/entity/Q1763370,Arapiles,http://www.wikidata.org/entity/Q10856744,CALLE_DE_GALILEO,"CALLE DE GALILEO, 63",63,24,Madrid,http://www.wikidata.org/entity/Q2807,-3.7101726,POINT(-3.7101726  40.4364656),40.4364656
246,Chamberí,http://www.wikidata.org/entity/Q1763370,Trafalgar,http://www.wikidata.org/entity/Q10384027,CALLE_DE_SANTA_ENGRACIA,"CALLE DE SANTA ENGRACIA, 87",87,24,Madrid,http://www.wikidata.org/entity/Q2807,-3.699252,POINT(-3.699252  40.436026),40.436026
247,Chamberí,http://www.wikidata.org/entity/Q1763370,Ríos Rosas,http://www.wikidata.org/entity/Q10366270,CALLE_DE_ZURBANO,"CALLE DE ZURBANO, 90",90,24,Madrid,http://www.wikidata.org/entity/Q2807,-3.692843,POINT(-3.692843  40.4383672),40.4383672
248,Fuencarral-El Pardo,http://www.wikidata.org/entity/Q656196,La Paz,http://www.wikidata.org/entity/Q5869740,CALLE_DE_SINESIO_DELGADO,"CALLE DE SINESIO DELGADO, 2",2,24,Madrid,http://www.wikidata.org/entity/Q2807,-3.6878414,POINT(-3.6878414  40.4743243),40.4743243
249,Chamartín,http://www.wikidata.org/entity/Q1766348,Castilla,http://www.wikidata.org/entity/Q3813735,PASEO_DE_LA_CASTELLANA,"PASEO DE LA CASTELLANA, 298",298,24,Madrid,http://www.wikidata.org/entity/Q2807,-3.6852959,POINT(-3.6852959  40.4794159),40.4794159
250,Chamartín,http://www.wikidata.org/entity/Q1766348,El Viso,http://www.wikidata.org/entity/Q4778,CALLE_DE_SERRANO,"CALLE DE SERRANO, 113 b",113 b,24,Madrid,http://www.wikidata.org/entity/Q2807,-3.6861,POINT(-3.6861  40.4408151),40.4408151
251,Chamartín,http://www.wikidata.org/entity/Q1766348,Prosperidad,http://www.wikidata.org/entity/Q4776,CALLE_DE_SANTA_HORTENSIA,"CALLE DE SANTA HORTENSIA, 31",31,24,Madrid,http://www.wikidata.org/entity/Q2807,-3.6668532,POINT(-3.6668532  40.444183),40.444183
252,Chamartín,http://www.wikidata.org/entity/Q1766348,Castilla,http://www.wikidata.org/entity/Q3813735,CALLE_DE_RODRIGUEZ_JAEN,"CALLE DE RODRIGUEZ JAEN, S/N",S/N,24,Madrid,http://www.wikidata.org/entity/Q2807,-3.6839094,POINT(-3.6839094  40.4715645),40.4715645
253,Chamartín,http://www.wikidata.org/entity/Q1766348,Hispanoamérica,http://www.wikidata.org/entity/Q3814573,CALLE_DEL_DOCTOR_FLEMING,"CALLE DEL DOCTOR FLEMING, 7",7,24,Madrid,http://www.wikidata.org/entity/Q2807,-3.688443,POINT(-3.688443  40.455606),40.455606
254,Chamartín,http://www.wikidata.org/entity/Q1766348,Nueva España,http://www.wikidata.org/entity/Q10338128,AVENIDA_DE_PIO_XII,"AVENIDA DE PIO XII, 3",3,24,Madrid,http://www.wikidata.org/entity/Q2807,-3.6765549,POINT(-3.6765549  40.4610436),40.4610436
255,Chamartín,http://www.wikidata.org/entity/Q1766348,Nueva España,http://www.wikidata.org/entity/Q10338128,CALLE_DEL_GENERAL_LOPEZ_POZAS,"CALLE DEL GENERAL LOPEZ POZAS, 2",2,24,Madrid,http://www.wikidata.org/entity/Q2807,-3.6851815,POINT(-3.6851815  40.4637286),40.4637286
256,Moncloa-Aravaca,http://www.wikidata.org/entity/Q2017682,Ciudad Universitaria,http://www.wikidata.org/entity/Q3319235,CALLE_DE_BEATRIZ_DE_BOBADILLA,"CALLE DE BEATRIZ DE BOBADILLA, 2",2,24,Madrid,http://www.wikidata.org/entity/Q2807,-3.7138353,POINT(-3.7138353  40.4463599),40.4463599
257,Moncloa-Aravaca,http://www.wikidata.org/entity/Q2017682,Ciudad Universitaria,http://www.wikidata.org/entity/Q3319235,AVENIDA_DE_JUAN_DE_HERRERA,"AVENIDA DE JUAN DE HERRERA, 1",1,24,Madrid,http://www.wikidata.org/entity/Q2807,-3.73029,POINT(-3.73029  40.438804),40.438804
258,Moncloa-Aravaca,http://www.wikidata.org/entity/Q2017682,Ciudad Universitaria,http://www.wikidata.org/entity/Q3319235,AVENIDA_COMPLUTENSE,"AVENIDA COMPLUTENSE, 14",14,24,Madrid,http://www.wikidata.org/entity/Q2807,-3.7273004,POINT(-3.7273004  40.449019),40.449019
259,Moncloa-Aravaca,http://www.wikidata.org/entity/Q2017682,Ciudad Universitaria,http://www.wikidata.org/entity/Q3319235,PLAZA_DE_RAMON_Y_CAJAL,"PLAZA DE RAMON Y CAJAL, S/N",S/N,24,Madrid,http://www.wikidata.org/entity/Q2807,-3.727031,POINT(-3.727031  40.4444176),40.4444176
260,Moncloa-Aravaca,http://www.wikidata.org/entity/Q2017682,Ciudad Universitaria,http://www.wikidata.org/entity/Q3319235,CALLE_DE_JOSE_ANTONIO_NOVAIS,"CALLE DE JOSE ANTONIO NOVAIS, S/N",S/N,24,Madrid,http://www.wikidata.org/entity/Q2807,-3.7272637,POINT(-3.7272637  40.4482316),40.4482316
261,Moncloa-Aravaca,http://www.wikidata.org/entity/Q2017682,Ciudad Universitaria,http://www.wikidata.org/entity/Q3319235,AVENIDA_COMPLUTENSE,"AVENIDA COMPLUTENSE, 7",7,24,Madrid,http://www.wikidata.org/entity/Q2807,-3.7292576,POINT(-3.7292576  40.4505032),40.4505032
